"","absolute","avgabs_intro","avgabs_total","avgsy_total","avgwrd_intro","avgwrd_total","balance","centrality","computer.assisted","concept","country","domain","dont_know","encourage","fixrefpoints","form_basic","future","gradation","instr_interv","instr_respon","interviewer","intr_request","intropresent","knowledge","labels","labels_gramm","labels_order","motivation","nabst_intro","nabst_total","ncategories","nnouns_total","nsub_quest","nsyll_total","numsub_intro","nwords_intro","nwords_total","opinionother","past","position","questiontype","range.correspondence","rel","repetition","scal_neutral","scale_basic","scale_corres","scale_trange","scale_urange","showc_boxes","showc_horiz","showc_letter","showc_over","showc_quest","showc_start","socdesir","stimulus","subjectiveop","symmetry","used_WH_word","usedshowcard","val","visual","from","nnouns_intro"
"997",0,0.975,0.727272727272727,3.2,0,15,0,2,1,"7","ES","3",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,2,8,5,11,0,48,0,0,15,1,0,404,0,3,-0.44908885080661,0,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1.60836648783264,0,"ESS",0.4875
"998",0,0.025,0,6.57142857142857,0,7,0,1,1,"7","FI","3",3,0,3,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,5,2,0,46,0,0,7,0,0,404,0,3,-0.154546366229208,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1.60836648783264,1,"ESS",0.025
"999",0,0.975,0.777777777777778,4.2,0,10,0,2,1,"7","FR","3",3,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,1,7,5,9,0,42,0,0,10,1,0,404,0,2,0.0412846946392291,0,1,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,-0.690133208524398,0,"ESS",0.975
"1000",0,0.975,0.25,2.58333333333333,0,6,0,2,1,"7","GB","3",3,0,1,0,0,0,0,1,1,0,0,0,3,0,2,0,0,1,5,4,0,31,0,0,12,1,0,404,0,3,-0.124742587516984,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1.60836648783264,0,"ESS",0
"1001",0,0.975,0,4.91666666666667,0,12,0,1,0,"7","GR","3",2,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,1,0,5,2,0,59,0,0,12,1,0,404,0,3,-0.333563466613465,0,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1.60836648783264,0,"ESS",0.975
"1002",0,0.975,1,3.375,0,8,0,2,0,"7","IE","3",3,0,1,0,0,0,0,1,0,0,0,0,3,0,2,0,0,3,5,3,0,27,0,0,8,1,0,404,0,3,-0.278782216656203,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1.60836648783264,1,"ESS",0
"1003",0,0.025,0.5,2.91666666666667,0,6,0,2,1,"7","NL","3",3,0,3,0,0,0,0,1,0,0,0,0,3,0,2,0,2,2,5,4,0,35,0,0,12,1,0,404,0,3,-0.168482867668429,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1.60836648783264,1,"ESS",0.0125
"1004",0,0.975,1,5.07692307692308,0,13,0,1,0,"7","PL","3",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,1,3,5,3,0,66,0,0,13,1,0,404,0,2,-0.110857694771347,0,1,0,3,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1.60836648783264,0,"ESS",0.975
"1005",0,0.975,0.25,4.08333333333333,0,12,0,2,0,"7","PT","3",2,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,1,1,5,4,0,49,0,0,12,1,0,404,0,3,0.693075267443022,0,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,0,1,2.52525328417674,0,"ESS",0.975
"1006",0,0.975,0,5.2,0,10,0,1,0,"7","SI","3",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,1,0,5,2,0,52,0,0,10,1,0,404,0,1,-0.20041134280078,0,1,0,3,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1.60836648783264,0,"ESS",0.975
"1007",0,0.975,1,4.81818181818182,0,11,0,2,0,"7","SK","3",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,1,4,5,4,0,53,0,0,11,1,0,404,0,3,-0.606953828024688,0,1,0,3,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0.692565598475463,0,"ESS",0.975
"1008",0,0.975,0.333333333333333,2.71428571428571,0,14,0,2,0,"5","AT","3",2,0,2,0,0,0,0,0,1,0,0,0,3,1,2,0,1,1,5,3,1,38,0,0,14,1,0,405,0,3,-0.0317347854337091,0,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,0,1,2.17429843939904,0,"ESS",0.975
"1009",0,0.025,0.5,2.6875,0,16,0,2,1,"5","BE","3",2,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,5,2,5,4,1,43,0,0,16,1,0,405,0,3,0.122257200597921,0,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,0,1,2.17429843939904,0,"ESS",0.00500000000000001
"1010",0,0.975,0.333333333333333,2.71428571428571,0,14,0,2,1,"5","CH","3",2,0,1,0,0,0,0,0,1,0,0,0,3,1,2,0,1,1,5,3,1,38,0,0,14,1,0,405,0,3,0.263412926904701,0,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1.56426599063929,0,"ESS",0.975
"1011",0,0.975,0.666666666666667,4.5,0,14,0,1,0,"5","CZ","3",2,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,3,4,5,6,1,63,0,0,14,1,0,405,0,3,0.15987503501613,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,2.17429843939904,0,"ESS",0.325
"1012",0,0.975,0.333333333333333,2.78571428571429,0,14,0,2,1,"5","DE","3",2,0,1,0,0,0,0,0,1,0,0,0,3,1,2,0,1,1,5,3,1,39,0,0,14,1,0,405,0,3,0.259410131769625,0,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,0,1,2.17429843939904,0,"ESS",0.975
"1013",0,0.975,0.5,3.78571428571429,0,14,0,3,1,"5","DK","3",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,3,1,5,2,0,53,0,0,14,1,0,405,0,3,0.311608485624619,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,2.17429843939904,0,"ESS",0.325
"1014",0,0.975,0.333333333333333,5.3,0,10,0,1,0,"5","EE","3",2,0,3,0,0,0,1,1,1,0,0,0,3,0,2,0,3,1,5,3,0,53,0,0,10,1,0,405,0,3,0.153929702284117,0,1,0,3,1,1,1,0,0,1,0,0,1,1,0,1,0,1,2.17429843939904,0,"ESS",0.325
"1015",0,0.975,0.75,2.875,0,16,0,2,1,"5","ES","3",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,3,6,5,8,1,46,0,0,16,1,0,405,0,3,0.173757598393567,0,1,0,3,1,1,1,0,0,1,0,0,1,1,0,1,0,1,2.17429843939904,0,"ESS",0.325
"1016",0,0.025,0,4.46153846153846,0,13,0,1,1,"5","FI","3",3,0,3,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,5,3,1,58,0,0,13,1,0,405,0,3,0.217490117225589,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,2.17429843939904,1,"ESS",0.0125
"1017",0,0.975,0.777777777777778,3.61538461538462,0,13,0,2,1,"5","FR","3",3,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,2,7,5,9,1,47,0,0,13,1,0,405,0,2,0.382523416759399,0,1,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.673156547106152,0,"ESS",0.4875
"1018",0,0.975,0.25,2.41176470588235,0,8.5,0,2,1,"5","GB","3",3,0,1,0,0,0,0,1,1,0,0,0,3,0,2,0,0,1,5,4,1,41,0,0,17,1,0,405,0,3,0.423447998515223,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,1,0,0,2.17429843939904,0,"ESS",0
"1019",0,0.975,0.333333333333333,4.21428571428571,0,7,0,1,0,"5","GR","3",2,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,2,1,5,3,1,59,0,0,14,1,0,405,0,3,0.0629925132279716,0,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,0,1,2.17429843939904,0,"ESS",0.4875
"1020",0,0.975,0.25,3,0,12,0,2,0,"5","IE","3",3,0,1,0,0,0,0,1,0,0,0,0,3,0,2,0,1,1,5,4,1,36,0,0,12,1,0,405,0,3,0.138086206224368,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,1,0,0,2.17429843939904,1,"ESS",0.975
"1021",0,0.025,0.6,2.5,0,10,0,2,1,"5","NL","3",3,0,3,0,0,0,0,1,0,0,0,0,3,0,2,0,3,3,5,5,1,50,0,0,20,1,0,405,0,3,-0.424087260533918,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1.36369303407334,1,"ESS",0.00833333333333334
"1022",0,0.975,1,5,0,13,0,1,0,"5","PL","3",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,2,3,5,3,2,65,0,0,13,1,0,405,0,2,0.277438550450912,0,1,0,3,1,0,1,0,0,1,0,0,1,1,0,0,0,1,2.17429843939904,0,"ESS",0.4875
"1023",0,0.975,0.5,2.66666666666667,0,18,0,2,0,"5","PT","3",2,0,3,0,0,0,0,1,1,0,0,0,3,0,2,0,3,2,5,4,1,48,0,0,18,1,0,405,0,3,0.657953662669907,0,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,0,1,2.17429843939904,0,"ESS",0.325
"1024",0,0.975,0,5.9,0,10,0,1,0,"5","SI","3",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,2,0,5,2,1,59,0,0,10,1,0,405,0,1,0.539981146483831,0,1,0,3,0,0,0,0,1,1,1,0,1,1,0,0,0,1,2.17429843939904,0,"ESS",0.4875
"1025",0,0.975,1,3.85714285714286,0,14,0,2,0,"5","SK","3",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,3,5,5,5,0,54,0,0,14,1,0,405,0,3,-0.664233970610034,0,1,0,3,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0.712092892096624,0,"ESS",0.325
"1026",0,0.975,0.666666666666667,2.14285714285714,18,14,0,2,0,"7","AT","10",2,1,1,1,0,1,1,1,1,0,1,0,3,1,2,0,0,4,5,6,3,60,0,18,28,0,0,406,2,3,-0.0337095019018332,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,1,1,2.59811877328275,0,"ESS",0
"1027",0,0.025,0.5,1.75675675675676,17,18.5,0,2,1,"7","BE","10",2,1,3,1,0,1,1,1,1,0,1,0,3,0,2,0,4,3,5,6,1,65,0,17,37,0,0,406,2,3,-0.182437505938348,0,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,1,1,2.59811877328275,0,"ESS",0.00625000000000001
"1028",0,0.975,0.666666666666667,1.96774193548387,19,15.5,0,2,1,"7","CH","10",2,1,1,1,0,1,1,1,1,0,1,0,3,1,2,0,0,4,5,6,3,61,0,19,31,0,0,406,2,3,0.15987503501613,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,1,1,2.59811877328275,0,"ESS",0
"1029",0,0.975,0.571428571428571,3.82608695652174,13,7.66666666666667,0,2,0,"7","CZ","10",2,1,3,1,0,1,0,1,1,0,1,0,3,0,2,0,0,4,5,7,1,88,0,13,23,0,0,406,2,3,0.0353652847558468,0,1,0,3,1,1,0,0,1,1,0,0,2,1,0,1,1,1,2.59811877328275,0,"ESS",0
"1030",0,0.975,0.666666666666667,1.83333333333333,19,18,0,2,1,"7","DE","10",2,1,1,1,0,1,1,1,1,0,1,0,3,1,2,0,0,4,5,6,3,66,0,19,36,0,0,406,2,3,0.151950312105908,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,1,1,2.59811877328275,0,"ESS",0
"1031",0,0.975,0,2.58620689655172,15,14.5,0,3,1,"7","DK","10",2,1,1,1,0,1,0,0,1,0,1,0,3,0,2,0,0,0,5,4,0,75,0,15,29,0,0,406,2,3,-0.0613705952155976,0,1,0,3,1,1,0,0,1,1,0,0,1,1,1,1,1,1,2.59811877328275,0,"ESS",0
"1032",0,0.975,0.75,5.33333333333333,0,9,0,3,0,"7","EE","10",2,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,2,3,5,4,0,48,0,0,9,1,0,406,0,3,0.191628014514807,0,1,0,3,1,1,0,0,0,1,0,1,1,1,0,1,0,1,2.59811877328275,0,"ESS",0.4875
"1033",0,0.975,0.8125,2.18918918918919,19,18.5,0,2,1,"7","ES","10",2,1,1,1,0,1,1,1,1,0,1,0,3,0,2,0,2,13,5,16,3,81,0,19,37,0,0,406,2,3,-0.0218624993654599,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,1,1,2.59811877328275,0,"ESS",0.4875
"1034",0,0.025,1,3.83333333333333,0,9,0,1,1,"7","FI","10",3,0,3,1,0,1,1,1,0,0,0,0,3,0,2,0,0,5,5,5,1,69,0,0,18,0,0,406,3,3,0.539981146483831,0,1,0,3,1,1,0,0,1,1,0,0,1,1,1,1,1,1,2.59811877328275,1,"ESS",0
"1035",0,0.025,0.6875,2.05128205128205,0,19.5,0,2,1,"7","FR","10",3,0,3,1,0,1,0,1,1,0,0,0,3,0,2,0,0,11,5,16,2,80,0,0,39,0,0,406,2,2,-0.288876461122509,0,1,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2.59811877328275,0,"ESS",0
"1036",0,0.975,0.5,1.58695652173913,0,15.3333333333333,0,2,1,"7","GB","10",3,1,1,1,0,1,0,1,1,0,0,0,3,0,2,0,0,5,5,10,1,73,0,0,46,0,0,406,2,3,0.327746507198028,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,1,1,0,2.59811877328275,0,"ESS",0
"1037",0,0.975,0.666666666666667,2.88571428571429,16,5.83333333333333,0,1,0,"7","GR","10",2,1,3,1,0,1,1,1,1,0,1,0,3,0,2,0,0,4,5,6,4,101,0,16,35,0,0,406,2,3,1.07540373293997,0,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,1,1,3.32691935091793,0,"ESS",0
"1038",0,0.975,0.555555555555556,1.69047619047619,0,21,0,2,0,"7","IE","10",3,1,1,1,0,1,0,0,0,0,0,0,3,0,2,0,0,5,5,9,1,71,0,0,42,0,0,406,2,3,0.263412926904701,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,1,1,0,2.59811877328275,1,"ESS",0
"1039",0,0.025,0.5,1.64583333333333,0,16,0,2,1,"7","NL","10",3,1,3,1,0,1,0,1,0,0,0,0,3,0,2,0,0,5,5,10,1,79,0,0,48,0,0,406,2,3,-0.00212465857303035,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,1,1,0,2.59811877328275,1,"ESS",0
"1040",0,0.975,0.714285714285714,3.0625,14,16,0,3,0,"7","PL","10",2,1,1,1,0,1,1,1,1,0,1,0,3,0,2,0,1,5,5,7,3,98,0,14,32,0,0,406,2,2,0.215498320651344,0,1,0,3,1,0,0,1,0,1,0,0,2,1,0,0,1,1,2.59811877328275,0,"ESS",0.975
"1041",0,0.975,0.5,2.23333333333333,15,15,0,2,0,"7","PT","10",2,1,3,1,0,1,1,0,1,0,1,0,3,0,2,0,1,3,5,6,3,67,0,15,30,0,0,406,2,3,3.7024859359196,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,1,1,3.6317890294375,0,"ESS",0.975
"1042",0,0.975,0.571428571428571,3.56,17,8.33333333333333,0,1,0,"7","SI","10",2,0,1,2,0,1,0,0,1,0,1,0,3,0,2,0,1,4,5,7,0,89,0,17,25,0,0,406,1,1,0.0866842902094929,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2.59811877328275,0,"ESS",0.975
"1043",0,0.975,1,4.38461538461539,0,13,0,2,0,"7","SK","10",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,1,6,5,6,0,57,0,0,13,1,0,406,0,3,0.283456841419497,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,2.59811877328275,0,"ESS",0.975
"1044",0,0.975,0.4,3.18181818181818,0,11,0,2,0,"7","AT","10",2,0,1,0,0,0,0,0,1,0,0,0,3,1,2,0,0,2,5,5,0,35,0,0,11,1,0,407,0,3,1.17622202393535,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,3.41896834389083,0,"ESS",0
"1045",0,0.025,0.4,2.6,0,15,0,2,1,"7","BE","10",2,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,4,2,5,5,0,39,0,0,15,1,0,407,0,3,1.62515816332649,0,1,0,3,1,1,1,0,0,1,0,0,1,1,0,1,0,1,2.01671601832298,0,"ESS",0.00625000000000001
"1046",0,0.975,0.4,3.18181818181818,0,11,0,2,1,"7","CH","10",2,0,1,0,0,0,0,0,1,0,0,0,3,1,2,0,0,2,5,5,0,35,0,0,11,1,0,407,0,3,2.77565294393129,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,3.92594558987594,0,"ESS",0
"1047",0,0.975,0.428571428571429,4.5,0,12,0,3,0,"7","CZ","10",3,0,3,0,0,0,0,1,1,0,0,0,3,0,2,0,1,3,5,7,0,54,0,0,12,1,0,407,0,3,1.61799766469238,0,1,0,3,1,1,0,0,1,1,0,0,2,1,0,1,0,1,3.85040600668021,0,"ESS",0.975
"1048",0,0.975,0.4,3.18181818181818,0,11,0,2,1,"7","DE","10",2,0,1,0,0,0,0,0,1,0,0,0,3,1,2,0,0,2,5,5,0,35,0,0,11,1,0,407,0,3,1.39622942511246,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,3.41896834389083,0,"ESS",0
"1049",0,0.658333333333333,0,4.18181818181818,0,11,0,3,1,"7","DK","10",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,1,0,5,5,0,46,0,0,11,1,0,407,0,3,1.38697463582871,0,1,0,3,1,1,0,0,1,1,0,0,2,1,0,1,0,1,3.41896834389083,0,"ESS",0.658333333333333
"1050",0,0.975,0.25,4.6,0,10,0,3,0,"7","EE","10",2,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,1,1,5,4,0,46,0,0,10,1,0,407,0,3,1.63596074684817,0,1,0,3,1,1,0,0,0,1,0,1,1,1,0,1,0,1,3.41896834389083,0,"ESS",0.975
"1051",0,0.975,0.666666666666667,2.68421052631579,0,19,0,2,1,"7","ES","10",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,1,8,5,12,0,51,0,0,19,1,0,407,0,3,1.0319028926313,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,3.41896834389083,0,"ESS",0.975
"1052",0,0.7375,0.5,4.8,0,10,0,1,1,"7","FI","10",3,0,3,0,0,0,1,0,0,0,0,0,3,0,2,0,0,2,5,4,1,48,0,0,10,0,0,407,0,3,2.00049726199522,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,3.41896834389083,1,"ESS",0
"1053",0,0.025,0.727272727272727,3.05882352941176,0,17,0,2,1,"7","FR","10",3,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,0,8,5,11,0,52,0,0,17,1,0,407,0,2,0.493823502309138,0,1,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3.41896834389083,0,"ESS",0
"1054",0,0.975,0.166666666666667,2.41176470588235,0,8.5,0,2,1,"7","GB","10",3,0,1,0,0,0,0,1,1,0,0,0,3,0,2,0,0,1,5,6,0,41,0,0,17,0,0,407,0,3,1.3355537966616,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,1,0,0,3.41896834389083,0,"ESS",0
"1055",0,0.975,0.2,3.66666666666667,0,9,0,1,0,"7","GR","10",2,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,1,1,5,5,1,66,0,0,18,1,0,407,0,3,1.02684397020375,0,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,0,1,3.41896834389083,0,"ESS",0.975
"1056",0,0.975,0.2,2.84615384615385,0,13,0,2,0,"7","IE","10",3,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,5,5,0,37,0,0,13,1,0,407,0,3,1.59330183804918,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,1,0,0,3.41896834389083,1,"ESS",0
"1057",0,0.025,0.5,2.64705882352941,0,8.5,0,2,1,"7","NL","10",3,0,3,0,0,0,0,1,0,0,0,0,3,0,2,0,2,3,5,6,0,45,0,0,17,0,0,407,0,3,1.67986029369486,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,1,0,0,3.41896834389083,1,"ESS",0.0125
"1058",0,0.975,0.4,4.69230769230769,0,13,0,3,0,"7","PL","10",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,1,2,5,5,1,61,0,0,13,0,0,407,0,2,1.33557469572284,0,1,0,3,1,0,0,0,0,1,0,0,2,1,0,0,0,1,3.41896834389083,0,"ESS",0.975
"1059",0,0.975,0.333333333333333,3,0,16,0,2,0,"7","PT","10",2,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,1,2,5,6,0,48,0,0,16,0,0,407,0,3,1.97715715735797,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,3.04493145957934,0,"ESS",0.975
"1060",0,0.975,0.333333333333333,4.58333333333333,0,12,0,1,0,"7","SI","10",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,1,2,5,6,0,55,0,0,12,1,0,407,0,1,0.935324587379485,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.41896834389083,0,"ESS",0.975
"1061",0,0.975,1,4.41666666666667,0,12,0,2,0,"7","SK","10",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,1,7,5,7,0,53,0,0,12,1,0,407,0,3,1.25980258467083,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,3.41896834389083,0,"ESS",0.975
"1062",0,0.975,0.6,2.71428571428571,0,14,0,2,0,"7","AT","7",2,0,1,0,0,0,0,0,1,0,0,0,3,1,2,0,0,3,5,5,1,38,0,0,14,1,0,408,0,3,0.39681034836215,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,3.00079270618817,0,"ESS",0
"1063",0,0.025,0.6,2.35294117647059,0,17,0,2,1,"7","BE","7",2,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,4,3,5,5,1,40,0,0,17,1,0,408,0,3,0.29952998331787,0,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,0,1,3.00079270618817,0,"ESS",0.00625000000000001
"1064",0,0.975,0.6,2.57142857142857,0,14,0,2,1,"7","CH","7",2,0,1,0,0,0,0,0,1,0,0,0,3,1,2,0,0,3,5,5,1,36,0,0,14,1,0,408,0,3,0.631865607537373,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,3.00079270618817,0,"ESS",0
"1065",0,0.975,0.714285714285714,4,0,15,0,3,0,"7","CZ","7",3,0,3,0,0,0,0,1,1,0,0,0,3,0,2,0,0,5,5,7,1,60,0,0,15,1,0,408,0,3,0.612434732370067,0,1,0,3,1,1,0,0,1,1,0,0,2,1,0,1,0,1,3.00079270618817,0,"ESS",0
"1066",0,0.975,0.6,2.71428571428571,0,14,0,2,1,"7","DE","7",2,0,1,0,0,0,0,0,1,0,0,0,3,1,2,0,0,3,5,5,1,38,0,0,14,1,0,408,0,3,0.686555587054847,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,3.00079270618817,0,"ESS",0
"1067",0,0.975,0,2.92857142857143,0,14,0,3,1,"7","DK","7",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,2,0,5,5,0,41,0,0,14,1,0,408,0,3,0.928065230336816,0,1,0,3,1,1,0,0,1,1,0,0,2,1,0,1,0,1,3.00079270618817,0,"ESS",0.4875
"1068",0,0.975,0.6,3.92307692307692,0,13,0,3,0,"7","EE","7",2,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,1,3,5,5,0,51,0,0,13,1,0,408,0,3,0.649234269358591,0,1,0,3,1,1,0,0,0,1,0,1,1,1,0,1,0,1,3.00079270618817,0,"ESS",0.975
"1069",0,0.975,0.818181818181818,2.63157894736842,0,19,0,2,1,"7","ES","7",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,1,9,5,11,2,50,0,0,19,1,0,408,0,3,0.52523651421181,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,3.00079270618817,0,"ESS",0.975
"1070",0,0.025,0.4,4.53846153846154,0,13,0,1,1,"7","FI","7",3,0,3,0,0,0,1,0,0,0,0,0,3,0,2,0,1,2,5,5,1,59,0,0,13,1,0,408,0,3,0.773653991617457,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,3.00079270618817,1,"ESS",0.025
"1071",0,0.975,0.727272727272727,2.63157894736842,0,19,0,2,1,"7","FR","7",3,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,1,8,5,11,1,50,0,0,19,1,0,408,0,2,-0.0297600689655846,0,1,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3.00079270618817,0,"ESS",0.975
"1072",0,0.975,0.5,2,0,9.5,0,2,1,"7","GB","7",3,0,1,0,0,0,0,1,1,0,0,0,3,0,2,0,0,3,5,6,1,38,0,0,19,1,0,408,0,3,0.742047154997635,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,1,0,0,3.00079270618817,0,"ESS",0
"1073",0,0.975,0.6,3.35,0,6.66666666666667,0,1,0,"7","GR","7",2,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,0,3,5,5,2,67,0,0,20,1,0,408,0,3,0.629701672960746,0,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,0,1,3.00079270618817,0,"ESS",0
"1074",0,0.975,0.5,2.26666666666667,0,15,0,2,0,"7","IE","7",3,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,3,5,6,1,34,0,0,15,1,0,408,0,3,0.29952998331787,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,1,0,0,3.00079270618817,1,"ESS",0
"1075",0,0.025,0.666666666666667,2.19047619047619,0,10.5,0,2,1,"7","NL","7",3,0,3,0,0,0,0,1,0,0,0,0,3,0,2,0,2,4,5,6,1,46,0,0,21,1,0,408,0,3,0.580290271627497,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,1,0,0,3.00079270618817,1,"ESS",0.0125
"1076",0,0.975,0.714285714285714,4.05555555555556,0,18,0,2,0,"7","PL","7",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,1,5,5,7,1,73,0,0,18,1,0,408,0,2,-0.0475371202549297,0,1,0,3,1,0,1,0,0,1,0,0,2,1,0,0,0,1,1.97120492473455,0,"ESS",0.975
"1077",0,0.975,0.6,3,0,16,0,2,0,"7","PT","7",2,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,1,3,5,5,1,48,0,0,16,1,0,408,0,3,3.11054728045546,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,3.97983379587589,0,"ESS",0.975
"1078",0,0.975,0.6,4,0,15,0,1,0,"7","SI","7",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,1,3,5,5,0,60,0,0,15,1,0,408,0,1,0.458499719145251,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.00079270618817,0,"ESS",0.975
"1079",0,0.975,1,3.4375,0,16,0,2,0,"7","SK","7",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,1,7,5,7,0,55,0,0,16,1,0,408,0,3,0.757806554042134,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,3.00079270618817,0,"ESS",0.975
